transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,source_dataset,instance_year,instance_month,instance_day
3-9-2025-2051,9,3,هبات,Gifts,هبه,Grant,2025-04-17,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,ايرس بلو,IRIS BLUE,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مرسى دبي,Dubai Marina,مارينا مول,Marina Mall,محل,Shop,1,191.53,5257498,27450.0,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,4.0,17.0
1-11-2014-16039,11,1,مبايعات,Sales,بيع,Sell,2014-06-23,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,واي - 22,Y-22,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,0,45.0,380000,8444.44,1259412.0,8456.15,1.0,1.0,0.0,transactions,2014.0,6.0,23.0
1-11-2001-689,11,1,مبايعات,Sales,بيع,Sell,,1,أرض,Land,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,1393.54,3000000,2152.79,1259412.0,8456.15,5.0,2.0,0.0,transactions,2015.0,6.0,22.0
1-11-2011-13816,11,1,مبايعات,Sales,بيع,Sell,2011-08-25,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,345.29,2115000,6125.29,1259412.0,8456.15,1.0,1.0,0.0,transactions,2011.0,8.0,25.0
3-9-2016-888,9,3,هبات,Gifts,هبه,Grant,2016-06-16,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,برج مارينا دايموند - A,MARINA DIAMOND - A,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مرسى دبي,Dubai Marina,مارينا مول,Marina Mall,محل,Shop,1,128.39,2765336,21538.56,1259412.0,8456.15,1.0,1.0,0.0,transactions,2016.0,6.0,16.0
1-41-2010-7260,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,2012-07-17,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,دلفين دبليو 3,Delphine W3,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,138.98,3553500,25568.43,1259412.0,8456.15,1.0,1.0,0.0,transactions,2012.0,7.0,17.0
1-11-2022-13474,11,1,مبايعات,Sales,بيع,Sell,2022-06-15,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 5,السهول 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,659.8,8100000,12276.45,1259412.0,8456.15,2.0,1.0,0.0,transactions,2022.0,6.0,15.0
1-11-1998-603,11,1,مبايعات,Sales,بيع,Sell,1998-06-22,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,929.03,370000,398.26,1259412.0,8456.15,1.0,1.0,0.0,transactions,1998.0,6.0,22.0
1-11-2017-3874,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,المراد تاورز,AL MURAD TOWERS,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,53.48,820888,15349.44,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2024-21808,11,1,مبايعات,Sales,بيع,Sell,2024-06-13,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,لي ريف,Le Reve,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,585.1,15500000,26491.2,1259412.0,8456.15,1.0,1.0,0.0,transactions,2024.0,6.0,13.0
1-11-2014-12225,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,254.27,3625000,14256.5,1259412.0,8456.15,2.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-41-2011-2112,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,2011-11-23,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,اوشن هايتس,OCEAN HEIGHTS,431.0, المحيط هايتس,OCEAN HEIGHTS,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,213.03,4911819,23056.94,1259412.0,8456.15,1.0,1.0,0.0,transactions,2011.0,11.0,23.0
1-41-2010-5068,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,2012-10-24,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,الجاز 2,ALJAZ 2,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,153.48,665800,4338.02,1259412.0,8456.15,1.0,2.0,0.0,transactions,2012.0,10.0,24.0
1-11-2022-29826,11,1,مبايعات,Sales,بيع,Sell,2022-11-29,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,المجرة-1,Al Majara 1,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,147.81,1850000,12516.07,1259412.0,8456.15,1.0,1.0,0.0,transactions,2022.0,11.0,29.0
1-102-2022-5259,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2022-02-28,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,برج أمل,AMAL TOWER,591.0,برج امل,AMAL TOWER,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,استوديو,Studio,1,42.24,312000,7386.36,1259412.0,8456.15,1.0,1.0,0.0,transactions,2022.0,2.0,28.0
1-102-2021-941,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,232,مردف,Mirdif,ملتقى افينيو 4,Multaqa Avenue 4,1835.0,تلال مردف - الملتقى أفنيو,MIRDIF HILLS- AL MULTAQA AVENUE,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,1,48.84,654574,13402.42,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-110-2015-146,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,ببي - 08,P-08,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,69.0,490000,7101.45,1259412.0,8456.15,2.0,2.0,2.0,transactions,2015.0,6.0,22.0
1-11-2017-11617,11,1,مبايعات,Sales,بيع,Sell,2017-09-18,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,يو - 02,U-02,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,0,45.0,300000,6666.67,1259412.0,8456.15,1.0,1.0,0.0,transactions,2017.0,9.0,18.0
1-11-2009-599,11,1,مبايعات,Sales,بيع,Sell,2009-03-30,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,Unknown,Unknown,1300.0,برج الهوكي,HOCKEY TOWER,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,Unknown,Unknown,0,3102.31,7641550,2463.18,1259412.0,8456.15,1.0,1.0,0.0,transactions,2009.0,3.0,30.0
2-14-2009-212,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,,2,مبنى,Building,60.0,Unknown,Unknown,تجاري,Commercial,1,العقارات القائمة,Existing Properties,309,القوز الصناعيه الثالثه,Al Goze Industrial Third,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,4494.65,72200000,16063.54,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2016-1462,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2016-02-24,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,1374.96,4000000,2909.18,1259412.0,8456.15,1.0,1.0,0.0,transactions,2016.0,2.0,24.0
3-9-2025-691,9,3,هبات,Gifts,هبه,Grant,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,لوفتس,LOFTS,1046.0,Unknown,Unknown,DownTown Dubai,داون تاون دبي,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,63.21,1180260,18672.06,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2008-2490,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2008-10-16,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1278.81,750000,586.48,1259412.0,8456.15,1.0,1.0,0.0,transactions,2008.0,10.0,16.0
1-11-2010-8596,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,دي اي سي تاورز تي 1,DEC TOWERS T1,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفة,1 B/R,1,88.07,677820,7696.38,1259412.0,8456.15,2.0,2.0,0.0,transactions,2015.0,6.0,22.0
1-102-2025-53769,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2025-06-23,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,فلوريا جراند,Floarea Grande,3494.0,فلوريا جراند,Floarea  Grande,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,75.93,1150000,15145.53,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,6.0,23.0
1-11-2024-45764,11,1,مبايعات,Sales,بيع,Sell,2024-11-26,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,داماك هايتس,DAMAC HEIGHTS,430.0, داماك هايتس,DAMAC HEIGHTS,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,132.37,2706170,20443.98,1259412.0,8456.15,1.0,1.0,0.0,transactions,2024.0,11.0,26.0
2-13-2025-29978,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2025-10-16,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,696.77,2750000,3946.78,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,10.0,16.0
1-11-2005-1713,11,1,مبايعات,Sales,بيع,Sell,2005-07-27,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,924.57,5400000,5840.55,1259412.0,8456.15,1.0,2.0,0.0,transactions,2005.0,7.0,27.0
1-102-2022-16634,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2022-06-27,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,سيتي سنتر رزيدنسز,City Center Residences,2359.0,سيتي سنتر رزيدنسز,City Center Residences,DownTown Dubai,داون تاون دبي,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,106.68,3973339,37245.4,1259412.0,8456.15,1.0,2.0,0.0,transactions,2022.0,6.0,27.0
1-11-2014-23247,11,1,مبايعات,Sales,بيع,Sell,2014-10-23,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,910.45,5000000,5491.79,1259412.0,8456.15,1.0,1.0,0.0,transactions,2014.0,10.0,23.0
2-13-2013-5224,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2013-07-29,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا هايتز 1,MARINA HEIGHTS 1,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,188.01,1800000,9573.96,1259412.0,8456.15,2.0,1.0,0.0,transactions,2013.0,7.0,29.0
2-13-2021-5215,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 9,السهول 9,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,551.57,2075000,3761.99,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2009-206771,11,1,مبايعات,Sales,بيع,Sell,2009-03-25,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,بحر 6,Bahar 6,1046.0,Unknown,Unknown,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفة,1 B/R,1,72.44,595000,8213.69,1259412.0,8456.15,1.0,1.0,0.0,transactions,2009.0,3.0,25.0
2-14-2016-1108,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,2016-10-17,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا كراون تاور,MARINA CROWN TOWER,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,غرفتين,2 B/R,1,135.35,1425000,10528.26,1259412.0,8456.15,1.0,1.0,0.0,transactions,2016.0,10.0,17.0
3-9-2012-879,9,3,هبات,Gifts,هبه,Grant,2012-10-15,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,434,وادي الصفا 6,Wadi Al Safa 6,Unknown,Unknown,1046.0,Unknown,Unknown,Arabian Ranches - 1,المرابع العربية - 1,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,588.17,3500000,5950.66,1259412.0,8456.15,1.0,1.0,0.0,transactions,2012.0,10.0,15.0
1-11-2025-4028,11,1,مبايعات,Sales,بيع,Sell,2025-01-31,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1047.0,روعة الإمارات ? الينابيع 10,Emirates Living - Springs 10,Springs - 2,الينابيع - 2,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,184.47,2700000,14636.53,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,1.0,31.0
1-11-2023-30412,11,1,مبايعات,Sales,بيع,Sell,2023-09-22,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,V19,V19,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,82.0,340000,4146.34,1259412.0,8456.15,1.0,1.0,0.0,transactions,2023.0,9.0,22.0
1-102-2023-40292,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2023-08-17,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,Rufi Twin Tower A,Rufi Twin Tower A,556.0,مارس ريزيدنسس,Mars Residences ,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,111.3,889000,7987.42,1259412.0,8456.15,1.0,1.0,0.0,transactions,2023.0,8.0,17.0
1-102-2024-66898,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,سبورتز من دانوب - 2,Sportz By Danube - 2,2845.0,سبورتز من دانوب ,Sportz By Danube ,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,استوديو,Studio,1,43.86,788000,17966.26,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2012-17253,11,1,مبايعات,Sales,بيع,Sell,2012-09-24,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,برج الاميرة,PRINCESS TOWER,221.0,برنسس تاور,PRINCESS TOWER,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,غرفة,1 B/R,1,80.05,700000,8744.53,1259412.0,8456.15,1.0,1.0,0.0,transactions,2012.0,9.0,24.0
2-13-2019-1603,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1035.0,روعة الإمارات ? الينابيع 5,Emirates Living - Springs 5,Springs - 4,الينابيع - 4,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,413.7,840000,2030.46,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2012-25708,11,1,مبايعات,Sales,بيع,Sell,2012-12-31,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جولد كرست فيوز-2,GOLDCREST VIEWS 2,150.0, جولد كريست فيو 2,GOLD CREST VIEWS2,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,82.67,720000,8709.33,1259412.0,8456.15,1.0,2.0,0.0,transactions,2012.0,12.0,31.0
1-102-2016-731,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,فورته T1,Forte T1,1660.0,فورتي,FORTE,DownTown Dubai,داون تاون دبي,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,104.97,2361888,22500.6,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2010-2873,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,415,البرشاء جنوب الاولى,Al Barshaa South First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,1335.85,750000,561.44,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-102-2024-68881,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,432,نخلة ديرة,Palm Deira,أزورا ريزيدنسز,Azura Residences,3080.0,أزورا ريزيدنسز ,Azura Residences ,Palm Deira,نخلة ديرة,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,غرفة,1 B/R,1,82.51,1645338,19941.08,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2016-3140,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2016-04-26,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,904.6,5930000,6555.38,1259412.0,8456.15,1.0,1.0,0.0,transactions,2016.0,4.0,26.0
